Number,AreaName,Name,NomkV,Vpu,kV,Vangle,LoadMW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneName,ZoneNumber,Substation Longitude,Substation Latitude
70873,Coast,SUGAR LAND 1 0,115.0,0.99948,114.94,-36.23,74.22,21.03,,,,0,0,7,Houston,3,-95.602093,29.60716705
70883,Coast,RICHMOND 2 0,115.0,0.97443,112.06,-40.19,101.05,28.63,,,,0,0,7,Houston,3,-95.790926,29.64170966
70893,Coast,HOUSTON 82 0,115.0,1.01038,116.194,-40.35,70.07,19.85,,,323.14,0,0,7,Houston,3,-95.580034,29.80768918
70903,Coast,PINEHURST 0,115.0,0.98501,113.276,-42.07,13.8,3.91,,,,0,0,7,Spring,5,-95.665554,30.15555366
70913,Coast,PEARLAND 2 0,115.0,1.02,117.3,-39.74,210.68,59.69,,,304.76,0,0,7,Houston,3,-95.346468,29.54031388
70923,Coast,HOUSTON 47 0,115.0,0.98864,113.693,-38.69,39.23,11.11,,,,0,0,7,Houston,3,-95.412498,29.72918607
70933,Coast,HOUSTON 79 0,115.0,0.98438,113.204,-39.47,109.15,30.93,,,,0,0,7,Houston,3,-95.556654,29.73569843
70943,Coast,HOUSTON 49 0,115.0,0.99944,114.935,-40.18,76.69,21.73,,,,0,0,7,Houston,3,-95.422667,29.82270018
70953,Coast,WADSWORTH 0,500.0,1.00744,503.719,-21.54,,,,,,0,0,7,Bay City,1,-96.0301,28.78237983
70963,Coast,WADSWORTH 1,230.0,1.0124,232.851,-23.77,,,,,,0,0,7,Bay City,1,-96.0121,28.78553501
70973,Coast,WADSWORTH 2,115.0,1.0125,116.438,-25.47,,,,,,0,0,7,Bay City,1,-96.0121,28.77764685
70983,Coast,WADSWORTH 3,13.8,1.0,13.8,0.0,,,1240.67,199.11,,0,0,7,Bay City,1,-96.0355,28.78064442
70993,Coast,WADSWORTH 4,13.8,1.0,13.8,-13.04,,,1350.52,6.01,,0,0,7,Bay City,1,-96.0355,28.77748908
71003,Coast,HOUSTON 18 0,115.0,0.98989,113.837,-37.23,62.16,17.61,,,,0,0,7,East Houston,4,-95.270537,29.70914508
71013,Coast,HOUSTON 88 0,115.0,0.9962,114.564,-38.44,212.51,60.21,,,,0,0,7,Houston,3,-95.646027,29.68884281
71023,Coast,TOMBALL 1 0,115.0,0.9797,112.666,-40.82,118.05,33.45,,,,0,0,7,Spring,5,-95.582226,30.09052532
71033,Coast,HOUSTON 22 0,115.0,0.99033,113.887,-37.58,58.64,16.61,,,,0,0,7,East Houston,4,-95.30531,29.73856273
71043,Coast,DEER PARK 0,500.0,1.03118,515.588,-24.71,,,,,,0,0,7,East Houston,4,-95.121656,29.71380552
71053,Coast,DEER PARK 1,230.0,1.01683,233.871,-29.21,,,,,,0,0,7,East Houston,4,-95.114456,29.71818272
71063,Coast,DEER PARK 2,115.0,1.01036,116.192,-33.45,92.07,26.09,,,,0,0,7,East Houston,4,-95.114456,29.71192951
71073,Coast,DEER PARK 3,24.0,1.03874,24.93,-23.9,,,149.58,76.35,,0,0,7,East Houston,4,-95.123816,29.71749488
71083,Coast,DEER PARK 4,24.0,1.04,24.96,-23.48,,,50.86,20.02,,0,0,7,East Houston,4,-95.123816,29.71624426
71093,Coast,DEER PARK 5,24.0,1.04,24.96,-23.69,,,50.86,24.3,,0,0,7,East Houston,4,-95.123816,29.71499363
71103,Coast,DEER PARK 6,24.0,1.04,24.96,-22.73,,,195.45,49.93,,0,0,7,East Houston,4,-95.123816,29.71374298
71113,Coast,DEER PARK 7,24.0,1.04,24.96,-22.68,,,195.45,48.69,,0,0,7,East Houston,4,-95.123816,29.71249231
71123,Coast,DEER PARK 8,24.0,1.04,24.96,-23.49,,,195.45,77.51,,0,0,7,East Houston,4,-95.123816,29.71124163
71133,Coast,DEER PARK 9,24.0,1.04,24.96,-22.34,,,195.45,41.78,,0,0,7,East Houston,4,-95.123816,29.70999093
71143,Coast,DEER PARK 10,24.0,1.04,24.96,-23.57,,,195.45,82.31,,0,0,7,East Houston,4,-95.123816,29.70874022
71153,Coast,DEER PARK 11,24.0,1.04,24.96,-23.57,,,195.45,82.67,,0,0,7,East Houston,4,-95.123816,29.70748949
71163,Coast,WALLIS 0,115.0,0.97752,112.415,-39.66,12.16,3.45,,,,0,0,7,Bay City,1,-96.051505,29.62772722
71173,Coast,HOUSTON 67 0,115.0,0.98988,113.836,-39.32,84.03,23.81,,,,0,0,7,Houston,3,-95.486393,29.91145426
71183,Coast,SPRING 4 0,115.0,0.98029,112.733,-40.41,121.15,34.33,,,,0,0,7,Spring,5,-95.467089,30.05494475
71193,Coast,SOUTH HOUSTON 0,115.0,0.99041,113.897,-37.12,49.7,14.08,,,,0,0,7,East Houston,4,-95.226184,29.65602662
71203,Coast,HOUSTON 3 0,115.0,0.98062,112.771,-40.45,149.7,42.41,,,,0,0,7,Houston,3,-95.634649,29.71913899
71213,Coast,HOUSTON 3 1,18.0,0.98062,17.651,-40.45,,,0.0,0.0,,0,0,7,Houston,3,-95.636809,29.71657524
71223,Coast,HOUSTON 3 2,18.0,0.98062,17.651,-40.45,,,0.0,0.0,,0,0,7,Houston,3,-95.636809,29.71532461
71233,Coast,SEADRIFT 0,115.0,0.99282,114.175,-31.47,6.63,1.88,,,,0,0,7,Victoria,6,-96.565173,28.42012803
71243,Coast,HOUSTON 34 0,115.0,0.98768,113.584,-38.59,164.66,46.65,,,,0,0,7,Houston,3,-95.36399,29.79034532
71253,Coast,SUGAR LAND 2 0,500.0,1.02694,513.472,-25.55,,,,,,0,0,7,Houston,3,-95.631696,29.56323849
71263,Coast,SUGAR LAND 2 1,230.0,1.00929,232.136,-31.85,,,,,,0,0,7,Houston,3,-95.627376,29.5607334
71273,Coast,SUGAR LAND 2 2,115.0,1.00449,115.516,-34.53,223.54,63.34,,,,0,0,7,Houston,3,-95.631696,29.55509673
71283,Coast,CONROE 7 0,115.0,0.99494,114.418,-39.91,63.94,18.12,,,,0,0,7,Spring,5,-95.501408,30.320817
71293,Coast,LOLITA 0,115.0,1.0154,116.771,-34.04,5.15,1.46,,,,0,0,7,Victoria,6,-96.512612,28.82222348
71303,Coast,LAPORTE 0,500.0,1.02817,514.083,-24.43,,,,,,0,0,7,East Houston,4,-95.052627,29.71677055
71313,Coast,LAPORTE 1,230.0,1.0148,233.405,-29.28,,,,,,0,0,7,East Houston,4,-95.045427,29.72239817
71323,Coast,LAPORTE 2,115.0,1.00255,115.293,-32.94,72.75,20.61,,,,0,0,7,East Houston,4,-95.045427,29.71677054
71333,Coast,LAPORTE 3,13.8,1.02726,14.176,-23.96,,,16.25,-1.81,,0,0,7,East Houston,4,-95.054787,29.72108508
71343,Coast,LAPORTE 4,13.8,1.0252,14.148,-22.92,,,205.97,-22.93,,0,0,7,East Houston,4,-95.054787,29.71983451
71353,Coast,LAPORTE 5,13.8,1.0243,14.135,-22.53,,,205.97,-22.93,,0,0,7,East Houston,4,-95.054787,29.71858392
71363,Coast,LAPORTE 6,13.8,1.02382,14.129,-22.34,,,205.97,-22.93,,0,0,7,East Houston,4,-95.054787,29.71733331
71373,Coast,LAPORTE 7,13.8,1.02398,14.131,-22.26,,,205.97,-22.93,,0,0,7,East Houston,4,-95.054787,29.71608269
71383,Coast,LAPORTE 8,13.8,1.02534,14.15,-22.99,,,379.64,-42.26,,0,0,7,East Houston,4,-95.054787,29.71483205
71393,Coast,LAPORTE 9,13.8,1.02541,14.151,-22.93,,,58.84,-6.55,,0,0,7,East Houston,4,-95.054787,29.7135814
71403,Coast,LAPORTE 10,13.8,1.02565,14.154,-23.17,,,58.84,-6.55,,0,0,7,East Houston,4,-95.054787,29.71233073
71413,Coast,LAPORTE 11,13.8,1.02662,14.167,-23.6,,,58.84,-6.55,,0,0,7,East Houston,4,-95.054787,29.71108005
71423,Coast,LAPORTE 12,13.8,1.02606,14.16,-23.34,,,58.84,-6.55,,0,0,7,East Houston,4,-95.054787,29.70982935
71433,Coast,NEW CANEY 0,115.0,0.99249,114.136,-41.11,59.96,16.99,,,,0,0,7,Spring,5,-95.186161,30.1562387
71443,Coast,HOUSTON 14 0,115.0,0.99199,114.079,-36.57,97.68,27.68,,,,0,0,7,East Houston,4,-95.248793,29.67856478
71453,Coast,HOUSTON 2 0,115.0,1.02,117.3,-41.12,143.78,40.74,,,299.66,0,0,7,East Houston,4,-95.2386,29.9465853
71463,Coast,HOUSTON 2 1,13.8,1.01787,14.047,-39.93,,,10.17,-1.13,,0,0,7,East Houston,4,-95.24076,29.94402738
71473,Coast,HOUSTON 78 0,115.0,1.00014,115.016,-38.3,47.29,13.4,,,,0,0,7,Houston,3,-95.54263,29.64407042
71483,Coast,HOUSTON 40 0,115.0,0.98396,113.156,-40.2,59.46,16.85,,,,0,0,7,Houston,3,-95.388927,29.88411755
71493,Coast,BLOOMINGTON 0,115.0,0.99853,114.831,-34.87,12.25,3.47,,,,0,0,7,Victoria,6,-96.785157,28.68450891
71503,Coast,WILLIS 2 0,230.0,1.02,234.6,-38.47,,,,,130.56,0,0,7,Spring,5,-95.353072,30.45896211
71513,Coast,WILLIS 2 1,115.0,1.01206,116.387,-40.96,44.05,12.48,,,,0,0,7,Spring,5,-95.342272,30.46206523
71523,Coast,HOUSTON 51 0,115.0,0.99101,113.966,-38.27,3.59,1.02,,,,0,0,7,Houston,3,-95.429746,29.72877525
71533,Coast,PALACIOS 0,115.0,0.99523,114.451,-28.3,26.21,7.42,,,,0,0,7,Bay City,1,-96.180925,28.61078211
71543,Coast,CONROE 4 0,115.0,0.99748,114.71,-40.91,58.6,16.6,,,,0,0,7,Spring,5,-95.412691,30.18321506
71553,Coast,HOUSTON 52 0,115.0,0.9832,113.068,-38.54,78.41,22.22,,,,0,0,7,Houston,3,-95.431164,29.68195291
71563,Coast,SPRING 2 0,230.0,1.00018,230.041,-35.42,,,,,,0,0,7,Spring,5,-95.379646,30.0571837
71573,Coast,SPRING 2 1,115.0,0.99317,114.214,-38.76,163.83,46.42,,,,0,0,7,Spring,5,-95.375326,30.05593734
71583,Coast,KINGWOOD 1 0,115.0,0.97853,112.53,-39.59,78.37,22.2,,,,0,0,7,East Houston,4,-95.154343,30.04811924
71593,Coast,HOUSTON 5 0,500.0,1.02463,512.316,-31.32,,,,,,0,0,7,Houston,3,-95.5234,29.93171704
71603,Coast,HOUSTON 5 1,230.0,1.01165,232.679,-33.61,,,,,,0,0,7,Houston,3,-95.5162,29.93670865
71613,Coast,HOUSTON 5 2,115.0,1.0014,115.161,-37.0,137.54,38.97,,,,0,0,7,Houston,3,-95.5162,29.93046909
71623,Coast,HOUSTON 5 3,18.0,1.03346,18.602,-30.37,,,110.29,56.3,,0,0,7,Houston,3,-95.52556,29.93477442
71633,Coast,HOUSTON 5 4,18.0,1.03815,18.687,-29.85,,,110.29,56.3,,0,0,7,Houston,3,-95.52556,29.93352652
71643,Coast,HOUSTON 5 5,18.0,1.03445,18.62,-30.25,,,110.29,56.3,,0,0,7,Houston,3,-95.52556,29.9322786
71653,Coast,HOUSTON 5 6,18.0,1.03351,18.603,-30.35,,,110.29,56.3,,0,0,7,Houston,3,-95.52556,29.93103067
71663,Coast,HOUSTON 5 7,18.0,1.04,18.72,-29.6,,,110.29,54.93,,0,0,7,Houston,3,-95.52556,29.92978272
71673,Coast,HOUSTON 5 8,18.0,1.04,18.72,-29.23,,,110.29,45.65,,0,0,7,Houston,3,-95.52556,29.92853475
71683,Coast,HOUSTON 5 9,18.0,1.03478,18.626,-30.21,,,87.48,44.65,,0,0,7,Houston,3,-95.52556,29.92728677
71693,Coast,HOUSTON 5 10,18.0,1.03292,18.593,-30.41,,,87.48,44.65,,0,0,7,Houston,3,-95.52556,29.92603877
71703,Coast,HOUSTON 5 11,18.0,1.04,18.72,-29.1,,,333.76,130.81,,0,0,7,Houston,3,-95.52556,29.92479076
71713,Coast,TEXAS CITY 1 0,230.0,1.01252,232.88,-31.61,,,,,,0,0,7,Galveston,2,-94.915829,29.38700562
71723,Coast,TEXAS CITY 1 1,115.0,1.01302,116.497,-33.77,91.12,25.82,,,,0,0,7,Galveston,2,-94.911509,29.38763297
71733,Coast,KINGWOOD 2 0,115.0,0.9768,112.332,-40.47,112.54,31.89,,,,0,0,7,East Houston,4,-95.217422,30.0424142
71743,Coast,HOUSTON 8 0,115.0,0.9889,113.723,-35.89,124.67,35.32,,,,0,0,7,East Houston,4,-95.127013,29.56854228
71753,Coast,SPRING 7 0,500.0,1.02245,511.227,-32.46,,,,,,0,0,7,Spring,5,-95.524599,30.03713624
71763,Coast,SPRING 7 1,230.0,1.00747,231.719,-34.84,,,,,,0,0,7,Spring,5,-95.520279,30.03526632
71773,Coast,SPRING 7 2,115.0,0.985,113.275,-39.66,211.63,59.96,,,,0,0,7,Spring,5,-95.524599,30.030903
71783,Coast,HOUSTON 41 0,115.0,0.98094,112.808,-40.63,122.49,34.71,,,,0,0,7,Houston,3,-95.391272,29.92970329
71793,Coast,FRESNO 0,115.0,0.9877,113.585,-37.54,58.29,16.52,,,,0,0,7,Houston,3,-95.471015,29.53291593
71803,Coast,HOUSTON 48 0,115.0,0.98812,113.634,-39.07,91.45,25.91,,,,0,0,7,Houston,3,-95.413333,29.7907511
71813,Coast,HOUSTON 58 0,115.0,0.98127,112.846,-40.55,148.98,42.21,,,,0,0,7,Houston,3,-95.449019,29.87711694
71823,Coast,PATTISON 0,115.0,0.98245,112.982,-40.52,2.07,0.59,,,,0,0,7,Houston,3,-96.008615,29.78893791
71833,Coast,HOUSTON 77 0,115.0,1.02,117.3,-40.08,215.91,61.17,,,418.24,0,0,7,Houston,3,-95.530937,29.69684365
71843,Coast,MISSOURI CITY 2 0,230.0,1.01674,233.851,-28.59,,,,,,0,0,7,Houston,3,-95.553828,29.46777646
71853,Coast,MISSOURI CITY 2 1,115.0,1.00604,115.694,-31.09,168.93,47.86,,,,0,0,7,Houston,3,-95.549508,29.46903016
71863,Coast,HOUSTON 4 0,500.0,1.02292,511.46,-26.83,,,,,,0,0,7,Houston,3,-95.38816,29.71166832
71873,Coast,HOUSTON 4 1,230.0,1.00826,231.899,-31.26,,,,,,0,0,7,Houston,3,-95.38096,29.71479498
71883,Coast,HOUSTON 4 2,115.0,0.99732,114.691,-36.38,76.58,21.7,,,,0,0,7,Houston,3,-95.38096,29.70228775
71893,Coast,HOUSTON 4 3,13.8,1.0244,14.137,-26.67,,,6.88,3.51,,0,0,7,Houston,3,-95.39032,29.71535776
71903,Coast,HOUSTON 4 4,13.8,1.03,14.214,-25.44,,,47.87,13.81,,0,0,7,Houston,3,-95.39032,29.71410711
71913,Coast,HOUSTON 4 5,13.8,1.02292,14.116,-26.83,,,0.0,0.0,,0,0,7,Houston,3,-95.39032,29.71285645
71923,Coast,HOUSTON 4 6,13.8,1.02935,14.205,-26.14,,,34.9,17.81,,0,0,7,Houston,3,-95.39032,29.71160577
71933,Coast,HOUSTON 4 7,13.8,1.02396,14.131,-26.72,,,7.48,3.82,,0,0,7,Houston,3,-95.39032,29.71035508
71943,Coast,HOUSTON 4 8,13.8,1.03,14.214,-24.95,,,230.31,49.08,,0,0,7,Houston,3,-95.39032,29.70910437
71953,Coast,HOUSTON 4 9,13.8,1.03,14.214,-24.65,,,230.31,42.27,,0,0,7,Houston,3,-95.39032,29.70785365
71963,Coast,HOUSTON 4 10,13.8,1.03,14.214,-25.66,,,230.31,76.74,,0,0,7,Houston,3,-95.39032,29.70660291
71973,Coast,HOUSTON 4 11,13.8,1.0299,14.213,-26.08,,,230.31,117.55,,0,0,7,Houston,3,-95.39032,29.70535216
71983,Coast,TOMBALL 2 0,115.0,1.02,117.3,-40.06,86.12,24.4,,,214.99,0,0,7,Spring,5,-95.677904,30.05736486
71993,Coast,CYPRESS 1 0,500.0,1.02119,510.595,-31.39,,,,,,0,0,7,Spring,5,-95.665124,29.99278646
72003,Coast,CYPRESS 1 1,230.0,1.00869,231.998,-35.52,,,,,,0,0,7,Spring,5,-95.660804,29.99278646
72013,Coast,CYPRESS 1 2,115.0,1.00592,115.68,-39.2,216.79,61.42,,,,0,0,7,Spring,5,-95.665124,29.98655043
72023,Coast,HEMPSTEAD 0,115.0,0.98536,113.317,-42.99,35.93,10.18,,,,0,0,7,Spring,5,-96.056554,30.09058692
72033,Coast,WEST COLUMBIA 0,115.0,0.99279,114.171,-34.12,20.55,5.82,,,,0,0,7,Bay City,1,-95.674469,29.14303973
72043,Coast,BAYTOWN 1 0,500.0,1.03372,516.862,-24.52,,,,,,0,0,7,East Houston,4,-94.9067,29.66626722
72053,Coast,BAYTOWN 1 1,230.0,1.02417,235.559,-27.64,,,,,,0,0,7,East Houston,4,-94.8995,29.67002089
72063,Coast,BAYTOWN 1 2,115.0,1.01952,117.244,-31.74,,,,,,0,0,7,East Houston,4,-94.8995,29.66564158
72073,Coast,BAYTOWN 1 3,18.0,1.03372,18.607,-24.52,,,0.0,0.0,,0,0,7,East Houston,4,-94.90886,29.66745589
72083,Coast,BAYTOWN 1 4,18.0,1.04,18.72,-20.77,,,762.86,84.91,,0,0,7,East Houston,4,-94.90886,29.66620465
72093,Coast,BAYTOWN 1 5,18.0,1.04,18.72,-21.92,,,762.86,111.04,,0,0,7,East Houston,4,-94.90886,29.66495339
72103,Coast,BAYTOWN 1 6,18.0,1.04,18.72,-22.45,,,178.0,29.21,,0,0,7,East Houston,4,-94.90886,29.66370212
72113,Coast,BAYTOWN 1 7,18.0,1.04,18.72,-23.03,,,178.0,40.97,,0,0,7,East Houston,4,-94.90886,29.66245083
72123,Coast,BAYTOWN 1 8,18.0,1.04,18.72,-22.1,,,178.0,26.57,,0,0,7,East Houston,4,-94.90886,29.66119952
72133,Coast,SANTA FE 1 0,115.0,1.0001,115.011,-35.77,68.5,19.41,,,,0,0,7,Galveston,2,-95.028727,29.29915983
72143,Coast,HOUSTON 27 0,115.0,0.98581,113.368,-37.76,83.89,23.77,,,,0,0,7,Houston,3,-95.331533,29.66187491
72153,Coast,SPRING 5 0,115.0,0.98426,113.189,-41.2,104.88,29.72,,,,0,0,7,Spring,5,-95.49736,30.17326856
72163,Coast,HOUSTON 46 0,115.0,0.98523,113.302,-39.09,92.56,26.23,,,,0,0,7,Houston,3,-95.407483,29.76654513
72173,Coast,HOUSTON 23 0,115.0,0.98861,113.69,-39.19,76.39,21.64,,,,0,0,7,East Houston,4,-95.310727,29.7688042
72183,Coast,MONTGOMERY 0,115.0,0.98361,113.115,-42.74,48.11,13.63,,,,0,0,7,Spring,5,-95.68279,30.3024333
72193,Coast,HUNGERFORD 0,115.0,0.9981,114.782,-36.78,1.25,0.36,,,,0,0,7,Bay City,1,-96.076418,29.40390279
72203,Coast,HOUSTON 84 0,115.0,0.98882,113.714,-39.16,141.27,40.03,,,,0,0,7,Houston,3,-95.58239,29.66586411
72213,Coast,HOUSTON 83 0,115.0,0.98786,113.604,-38.83,169.58,48.05,,,,0,0,7,Houston,3,-95.581217,29.69155726
72223,Coast,HOUSTON 24 0,115.0,0.98764,113.578,-37.76,86.99,24.65,,,,0,0,7,Houston,3,-95.314675,29.71619734
72233,Coast,HOUSTON 76 0,115.0,0.99159,114.033,-39.09,49.62,14.06,,,,0,0,7,Spring,5,-95.527601,29.98345699
72243,Coast,HOUSTON 43 0,115.0,0.9861,113.401,-39.37,30.77,8.72,,,,0,0,7,Houston,3,-95.412548,29.7024093
72253,Coast,HOUSTON 81 0,115.0,0.98212,112.944,-41.07,111.44,31.57,,,,0,0,7,Houston,3,-95.577168,29.85360448
72263,Coast,HOUSTON 35 0,115.0,0.99436,114.351,-38.59,45.25,12.82,,,,0,0,7,Houston,3,-95.375096,29.65048166
72273,Coast,HOUSTON 90 0,500.0,1.02529,512.643,-29.87,,,,,,0,0,7,Houston,3,-95.6556,29.82311357
72283,Coast,HOUSTON 90 1,230.0,1.00763,231.754,-33.83,,,,,,0,0,7,Houston,3,-95.65128,29.82248892
72293,Coast,HOUSTON 90 2,115.0,1.00078,115.089,-36.22,285.41,80.87,,,,0,0,7,Houston,3,-95.6556,29.81749159
72303,Coast,BEASLEY 0,115.0,1.00347,115.399,-38.41,7.37,2.09,,,,0,0,7,Bay City,1,-95.962634,29.46064468
72313,Coast,HOUSTON 7 0,115.0,0.9956,114.494,-34.8,50.85,14.41,,,,0,0,7,East Houston,4,-95.11577,29.60609031
72323,Coast,LA MARQUE 0,115.0,1.0149,116.714,-34.56,42.92,12.16,,,,0,0,7,Galveston,2,-94.976507,29.3587694
72333,Coast,WALLER 0,115.0,0.98301,113.047,-43.05,33.2,9.41,,,,0,0,7,Spring,5,-95.928664,30.07585471
72343,Coast,PORTER 0,115.0,0.99191,114.07,-40.9,77.31,21.9,,,,0,0,7,Spring,5,-95.293521,30.10232484
72353,Coast,CYPRESS 2 0,115.0,1.02,117.3,-42.35,151.62,42.96,,,211.92,0,0,7,Houston,3,-95.74403,29.92996225
72363,Coast,HOUSTON 30 0,115.0,1.02,117.3,-41.02,38.27,10.84,,,234.06,0,0,7,Spring,5,-95.349812,29.9834396
72373,Coast,FULSHEAR 0,115.0,0.98276,113.018,-38.83,15.09,4.28,,,,0,0,7,Bay City,1,-95.951677,29.58741821
72383,Coast,LIBERTY 0,115.0,1.01655,116.903,-36.48,47.85,13.56,,,91.76,0,0,7,East Houston,4,-94.724441,30.06475382
72393,Coast,WINNIE 0,115.0,0.99511,114.438,-35.42,42.4,12.01,,,,0,0,7,East Houston,4,-94.594021,29.85918013
72403,Coast,HOUSTON 63 0,115.0,0.99722,114.68,-39.32,107.69,30.51,,,,0,0,7,Houston,3,-95.471696,29.64966371
72413,Coast,HOUSTON 70 0,115.0,0.98385,113.143,-39.9,104.32,29.56,,,,0,0,7,Houston,3,-95.508151,29.76685011
72423,Coast,HOUSTON 55 0,115.0,0.98487,113.26,-39.95,80.14,22.71,,,,0,0,7,Houston,3,-95.437594,29.91235432
72433,Coast,CROSBY 0,115.0,0.99367,114.272,-38.02,78.71,22.3,,,,0,0,7,East Houston,4,-95.053587,29.9278802
72443,Coast,MANVEL 0,115.0,0.98945,113.786,-36.87,38.02,10.77,,,,0,0,7,Houston,3,-95.357802,29.47644671
72453,Coast,HOUSTON 54 0,115.0,0.99175,114.051,-41.16,98.79,27.99,,,,0,0,7,Spring,5,-95.435396,30.00325199
72463,Coast,HOUSTON 89 0,115.0,0.97673,112.324,-41.37,199.51,56.53,,,,0,0,7,Houston,3,-95.647634,29.90359788
72473,Coast,DAMON 0,115.0,0.99263,114.152,-34.54,9.2,2.61,,,,0,0,7,Bay City,1,-95.664062,29.25548095
72483,Coast,HOUSTON 74 0,115.0,0.98233,112.968,-40.06,220.52,62.48,,,,0,0,7,Houston,3,-95.519692,29.73066815
72493,Coast,HOUSTON 26 0,115.0,0.98575,113.361,-39.03,71.82,20.35,,,,0,0,7,Houston,3,-95.325288,29.79393891
72503,Coast,HOUSTON 32 0,115.0,0.99693,114.647,-38.14,32.62,9.24,,,,0,0,7,Houston,3,-95.35621,29.74737301
72513,Coast,HOCKLEY 0,115.0,0.98962,113.806,-42.73,35.62,10.09,,,,0,0,7,Spring,5,-95.830133,30.04263297
72523,Coast,ANGLETON 0,230.0,1.01708,233.929,-29.97,,,,,,0,0,7,Galveston,2,-95.439288,29.16234709
72533,Coast,ANGLETON 1,115.0,1.00265,115.305,-33.21,90.93,25.76,,,,0,0,7,Galveston,2,-95.428488,29.16391891
72543,Coast,CONROE 3 0,115.0,1.00882,116.014,-42.02,50.13,14.2,,,,0,0,7,Spring,5,-95.36814,30.36863631
72553,Coast,HOUSTON 39 0,115.0,0.99483,114.405,-37.03,58.99,16.71,,,,0,0,7,Houston,3,-95.387702,29.74034486
72563,Coast,HOUSTON 59 0,115.0,0.98877,113.709,-38.14,86.86,24.61,,,,0,0,7,Houston,3,-95.457093,29.57915894
72573,Coast,PEARLAND 1 0,115.0,0.9868,113.482,-36.86,127.15,36.03,,,,0,0,7,East Houston,4,-95.276139,29.55529106
72583,Coast,HOUSTON 56 0,115.0,0.98997,113.847,-38.14,42.99,12.18,,,,0,0,7,Houston,3,-95.450009,29.73445236
72593,Coast,HOUSTON 13 0,115.0,0.99832,114.807,-37.77,146.05,41.38,,,,0,0,7,East Houston,4,-95.222001,29.58069764
72603,Coast,CHANNELVIEW 2 0,115.0,0.99713,114.67,-35.86,124.64,35.31,,,,0,0,7,East Houston,4,-95.047291,29.82691756
72613,Coast,BAY CITY 0,230.0,1.01592,233.662,-26.41,,,,,,0,0,7,Bay City,1,-95.82845,28.77901342
72623,Coast,BAY CITY 1,115.0,1.02,117.3,-28.51,72.03,20.41,,,55.27,0,0,7,Bay City,1,-95.81765,28.77901342
72633,Coast,PASADENA 3 0,500.0,1.02728,513.638,-24.77,,,,,,0,0,7,East Houston,4,-95.0386,29.61561491
72643,Coast,PASADENA 3 1,230.0,1.01922,234.421,-27.77,,,,,,0,0,7,East Houston,4,-95.0314,29.61749271
72653,Coast,PASADENA 3 2,115.0,1.00231,115.266,-33.13,62.91,17.82,,,,0,0,7,East Houston,4,-95.0314,29.61123324
72663,Coast,PASADENA 3 3,13.8,1.02486,14.143,-23.49,,,303.75,-33.81,,0,0,7,East Houston,4,-95.04076,29.61680418
72673,Coast,PASADENA 3 4,13.8,1.02272,14.113,-22.56,,,90.39,-10.06,,0,0,7,East Houston,4,-95.04076,29.61555231
72683,Coast,PASADENA 3 5,13.8,1.02601,14.159,-24.08,,,90.39,-10.06,,0,0,7,East Houston,4,-95.04076,29.61430042
72693,Coast,PASADENA 3 6,13.8,1.02303,14.118,-22.78,,,90.39,-10.06,,0,0,7,East Houston,4,-95.04076,29.61304852
72703,Coast,PASADENA 3 7,13.8,1.02503,14.145,-23.58,,,180.77,-20.12,,0,0,7,East Houston,4,-95.04076,29.6117966
72713,Coast,BROOKSHIRE 0,115.0,0.98851,113.679,-40.89,28.45,8.06,,,,0,0,7,Houston,3,-95.973502,29.844716
72723,Coast,HOUSTON 25 0,115.0,0.98935,113.775,-37.61,45.88,13.0,,,,0,0,7,Houston,3,-95.320621,29.61308057
72733,Coast,TEXAS CITY 2 0,115.0,1.02,117.3,-35.28,39.39,11.16,,,184.67,0,0,7,Galveston,2,-94.993654,29.39355734
72743,Coast,VICTORIA 3 0,230.0,1.01404,233.228,-34.25,,,,,,0,0,7,Victoria,6,-97.187882,28.65303913
72753,Coast,VICTORIA 3 1,115.0,1.01155,116.328,-36.01,42.31,11.99,,,,0,0,7,Victoria,6,-97.177082,28.66093668
72763,Coast,HOUSTON 36 0,115.0,1.0093,116.07,-39.68,88.67,25.12,,,466.17,0,0,7,Houston,3,-95.375953,29.82534387
72773,Coast,GANADO 0,115.0,1.02,117.3,-36.17,15.99,4.53,,,31.57,0,0,7,Victoria,6,-96.48081,29.01148859
72783,Coast,MONT BELVIEU 0,230.0,1.01336,233.072,-29.94,,,,,,0,0,7,East Houston,4,-94.9125,29.81970279
72793,Coast,MONT BELVIEU 1,115.0,1.00837,115.962,-33.19,148.52,42.08,,,,0,0,7,East Houston,4,-94.9053,29.82032745
72803,Coast,MONT BELVIEU 2,13.8,1.01336,13.984,-29.94,,,0.0,0.0,,0,0,7,East Houston,4,-94.91466,29.81901564
72813,Coast,MONT BELVIEU 3,13.8,1.01336,13.984,-29.94,,,0.0,0.0,,0,0,7,East Houston,4,-94.91466,29.81776629
72823,Coast,BAYTOWN 3 0,230.0,1.02029,234.667,-28.41,,,,,,0,0,7,East Houston,4,-94.990077,29.74476549
72833,Coast,BAYTOWN 3 1,115.0,1.00045,115.052,-32.88,109.47,31.02,,,,0,0,7,East Houston,4,-94.982877,29.74976644
72843,Coast,BAYTOWN 3 2,13.2,1.02029,13.468,-28.41,,,0.0,0.0,,0,0,7,East Houston,4,-94.992237,29.7453281
